startTimeLocal,activityType,distance,duration,averageSpeed,averageHR,calories
2025-02-13 17:44:44,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",11914.169921875,4324.57177734375,2.755000114440918,127.0,735.0
2025-02-11 11:47:24,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",7999.56005859375,2606.412109375,3.069000005722046,132.0,519.0
2025-02-10 11:27:37,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",9999.6298828125,3190.510009765625,3.134000062942505,137.0,646.0
2025-02-08 08:32:52,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",9000.7802734375,3031.762939453125,2.9690001010894775,133.0,563.0
2025-02-06 08:26:01,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",6998.5,2385.362060546875,2.934000015258789,131.0,466.0
2025-02-03 12:47:27,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",5999.08984375,2064.593017578125,2.905999898910522,131.0,407.0
2025-02-01 10:19:01,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",8447.2001953125,3394.291015625,2.489000082015991,118.0,517.0
2025-01-19 10:51:28,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",5551.56005859375,1761.823974609375,3.151000022888184,130.0,353.0
2025-01-12 12:28:21,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",11997.759765625,3590.6689453125,3.3410000801086426,140.0,754.0
2025-01-08 16:36:50,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",6377.8701171875,2465.052978515625,2.5869998931884766,123.0,408.0
2025-01-07 10:40:36,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",8000.330078125,2422.14892578125,3.302999973297119,142.0,523.0
2025-01-05 15:18:42,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",16697.279296875,6000.9150390625,2.7820000648498535,155.0,1402.0
2025-01-03 11:35:26,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",8196.5302734375,2371.9990234375,3.4560000896453857,143.0,515.0
2024-12-31 08:37:12,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",4309.5400390625,1801.220947265625,2.3929998874664307,148.0,386.0
2024-12-30 14:12:21,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",8838.759765625,3000.8349609375,2.944999933242798,156.0,724.0
2024-12-28 09:50:47,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",16744.779296875,5400.18701171875,3.1010000705719,136.0,987.0
2024-12-26 11:47:29,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",5370.2001953125,2349.800048828125,2.2850000858306885,152.0,543.0
2024-12-25 10:57:38,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",5595.97998046875,1941.5450439453125,2.881999969482422,124.0,337.0
2024-12-18 11:36:23,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",7912.72998046875,2700.6220703125,2.930000066757202,141.0,538.0
2024-12-17 11:32:48,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",9608.1103515625,3000.4599609375,3.2019999027252197,135.0,577.0
2024-12-15 12:33:28,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",7051.08984375,2400.5009765625,2.937000036239624,145.0,523.0
2024-12-14 10:10:05,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",7717.43017578125,2786.912109375,2.7690000534057617,157.0,664.0
2024-12-12 10:00:24,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",11692.080078125,3600.40087890625,3.246999979019165,143.0,726.0
2024-12-10 09:27:26,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",9001.830078125,3081.991943359375,2.921000003814697,158.0,734.0
2024-12-07 10:18:47,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",6946.22998046875,2847.4130859375,2.438999891281128,145.0,626.0
2024-12-05 10:26:55,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",16604.3203125,5400.08984375,3.075000047683716,142.0,1129.0
2024-12-04 11:14:47,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",6730.990234375,2400.199951171875,2.803999900817871,149.0,573.0
2024-12-03 09:36:29,"{'typeId': 1, 'typeKey': 'running', 'parentTypeId': 17, 'isHidden': False, 'restricted': False, 'trimmable': True}",9428.8701171875,3180.405029296875,2.9649999141693115,148.0,688.0
